tweet_id,favorites,retweets
827324948884643840,16578,3264
827199976799354881,11053,2396
826958653328592898,22562,5359
826848821049180160,38112,10932
826615380357632002,0,4229
826598799820865537,5346,270
826598365270007810,10534,2512
826476773533745153,19297,4492
826240494070030336,13878,2771
826204788643753985,5094,997
826115272272650244,16391,3353
825876512159186944,10961,2003
825829644528148480,13324,2666
825535076884762624,54568,18423
825147591692263424,19170,4894
825120256414846976,0,1367
825026590719483904,6646,1367
824796380199809024,0,5883
824775126675836928,15675,3766
824663926340194305,10570,1855
824325613288833024,12354,11137
824297048279236611,15784,4145
824025158776213504,5007,631
823939628516474880,11153,2903
823719002937630720,0,12027
823699002998870016,13206,2586
823581115634085888,13657,2833
823333489516937216,731,27
823322678127919110,16509,4312
823269594223824897,0,10568
822975315408461824,18150,3695
822872901745569793,138702,47084
822859134160621569,13887,2452
822647212903690241,0,6877
822610361945911296,15512,3177
822489057087389700,19063,6877
822462944365645825,29800,15711
822244816520155136,36743,10568
822163064745328640,0,5153
821886076407029760,11903,2512
821813639212650496,0,3595
821765923262631936,8836,1781
821522889702862852,8429,1902
821421320206483457,0,6013
821407182352777218,12376,4667
821153421864615936,266,10
821149554670182400,9142,2164
821107785811234820,10067,2284
821044531881721856,13302,2463
820837357901512704,0,7207
820749716845686786,33121,10653
820690176645140481,12817,3463
820494788566847489,0,606
820446719150292993,0,2775
820314633777061888,3504,606
820078625395449857,20830,6761
820013781606658049,0,1274
819952236453363712,5593,1274
819924195358416896,13530,5204
819711362133872643,14147,3365
819588359383371776,10080,2119
819347104292290561,7592,1296
819238181065359361,2408,436
819227688460238848,24279,7207
819015337530290176,0,39614
819015331746349057,0,20414
819006400881917954,47557,20414
819004803107983360,91189,39614
818646164899774465,0,22483
818627210458333184,23359,8042
818614493328580609,10368,2774
818588835076603904,0,6616
818536468981415936,11489,2668
818307523543449600,0,8764
818259473185828864,11600,2459
818145370475810820,12924,2793
817908911860748288,5101,850
817827839487737858,54497,29298
817777686764523521,11279,2887
817536400337801217,12411,3277
817502432452313088,0,3657
817423860136083457,35931,16083
817415592588222464,5903,1038
817181837579653120,0,9152
817171292965273600,9201,2169
817120970343411712,12845,2821
817056546584727552,9043,1775
816829038950027264,0,5075
816816676327063552,10569,2190
816697700272001025,10334,2378
816450570814898180,32195,8764
816336735214911488,9064,2113
816091915477250048,9433,2329
816062466425819140,0,1125
816014286006976512,0,5728
815990720817401858,5260,1125
815966073409433600,23619,9152
815745968457060357,0,4460
815736392542261248,10387,2451
815639385530101762,8662,1774
815390420867969024,10923,4109
814986499976527872,8071,1385
814638523311648768,11882,2924
814578408554463233,0,6261
814530161257443328,9117,2001
814153002265309185,30356,9371
813944609378369540,0,3444
813910438903693312,9817,2023
813812741911748608,38410,15118
813800681631023104,8806,1895
813217897535406080,19699,7895
813202720496779264,9708,1950
813187593374461952,20950,4709
813172488309972993,9841,2067
813157409116065792,8196,2401
813142292504645637,8906,2550
813130366689148928,4720,481
813127251579564032,12521,3381
813112105746448384,10909,2975
813096984823349248,11132,3881
813081950185472002,10434,2992
813066809284972545,8414,2099
813051746834595840,22134,7924
812781120811126785,8018,2067
812709060537683968,6990,1541
812503143955202048,6413,1322
812466873996607488,8437,2087
812372279581671427,14452,3966
811985624773361665,7674,1517
811744202451197953,7979,1731
811647686436880384,5907,803
811627233043480576,13510,3369
811386762094317568,22109,6898
810984652412424192,5638,1552
810896069567610880,9568,1932
810657578271330305,11610,2865
810284430598270976,37392,12323
810254108431155201,15530,3618
809920764300447744,16372,4229
809808892968534016,0,5295
809448704142938112,7334,1584
809220051211603969,21079,6069
809084759137812480,14000,3803
808838249661788160,10704,3292
808733504066486276,8367,2342
808501579447930884,11927,2801
808344865868283904,44970,22483
808134635716833280,0,6430
808106460588765185,9265,2377
808001312164028416,13298,3837
807621403335917568,15407,3968
807106840509214720,125503,60221
807059379405148160,0,7919
807010152071229440,13808,4151
806629075125202948,79367,37676
806620845233815552,0,5984
806576416489959424,5143,2084
806542213899489280,10812,2555
806242860592926720,0,12624
806219024703037440,6808,1288
805958939288408065,0,5829
805932879469572096,8755,2072
805826884734976000,6967,1983
805823200554876929,0,8705
805520635690676224,6078,1782
805487436403003392,9284,2747
805207613751304193,8257,1843
804738756058218496,14526,4163
804475857670639616,6496,2173
804413760345620481,0,3491
804026241225523202,47172,17590
803773340896923648,10639,2995
803692223237865472,0,8046
803638050916102144,11625,4464
803380650405482500,8208,2009
803321560782307329,0,5743
803276597545603072,10610,2664
802952499103731712,9559,2174
802624713319034886,0,3167
802600418706604034,7530,1594
802572683846291456,9473,2702
802323869084381190,17176,6314
802265048156610565,7001,1480
802239329049477120,9604,2830
802185808107208704,0,286
801958328846974976,8177,1850
801854953262350336,1868,252
801538201127157760,8692,2220
801285448605831168,6407,899
801167903437357056,25968,6430
801127390143516673,0,4285
801115127852503040,8558,2263
800859414831898624,731,102
800855607700029440,0,1767
800751577355128832,11132,3000
800513324630806528,13919,3263
800459316964663297,10042,2336
800443802682937345,0,4672
800388270626521089,11814,3037
800188575492947969,0,4278
800141422401830912,16225,2775
800018252395122689,30058,14276
799774291445383169,0,5069
799757965289017345,8887,2345
799422933579902976,8536,2071
799308762079035393,0,5971
799297110730567681,10494,2999
799063482566066176,8552,2669
798933969379225600,13921,4847
798925684722855936,7890,1545
798705661114773508,0,7147
798701998996647937,0,8433
798697898615730177,0,7043
798694562394996736,0,5367
798686750113755136,0,2511
798682547630837760,0,5107
798673117451325440,0,6003
798665375516884993,0,4224
798644042770751489,0,2006
798628517273620480,0,2130
798585098161549313,0,6184
798576900688019456,0,6334
798340744599797760,0,3636
798209839306514432,10996,2766
797971864723324932,12337,3404
797545162159308800,15395,5254
797236660651966464,21166,7202
797165961484890113,244,29
796904159865868288,0,9622
796865951799083009,8131,2065
796759840936919040,12567,3308
796563435802726400,0,7911
796484825502875648,8027,1908
796387464403357696,11673,4515
796177847564038144,0,15516
796149749086875649,34250,15516
796125600683540480,5240,1935
796116448414461957,9660,2619
796080075804475393,8977,2510
796031486298386433,11478,3984
795464331001561088,52729,25821
795400264262053889,10696,3114
795076730285391872,17200,5883
794983741416415232,0,3655
794926597468000259,10890,2498
794355576146903043,0,11155
794332329137291264,10154,2880
794205286408003585,9769,3586
793962221541933056,17813,5295
793845145112371200,9765,2031
793614319594401792,0,3376
793601777308463104,8453,1764
793500921481273345,11335,2577
793286476301799424,26058,9967
793271401113350145,9178,2576
793256262322548741,21172,9041
793241302385262592,11136,3553
793226087023144960,10430,3104
793210959003287553,9466,3045
793195938047070209,16193,6101
793180763617361921,7346,2158
793165685325201412,9983,3015
793150605191548928,6537,1840
793135492858580992,6843,2705
793120401413079041,13451,4238
792913359805018113,15202,4353
792883833364439040,11989,4637
792773781206999040,7782,1815
792394556390137856,14244,4651
792050063153438720,7606,1958
791821351946420224,0,22783
791784077045166082,0,10426
791780927877898241,0,4132
791774931465953280,47796,24061
791672322847637504,12437,3376
791406955684368384,13892,4460
791312159183634433,9307,2751
791026214425268224,0,4452
790987426131050500,10451,2310
790946055508652032,17620,5075
790723298204217344,0,2503
790698755171364864,8678,2074
790581949425475584,21902,7785
790337589677002753,8280,2020
790277117346975746,13303,3444
790227638568808452,0,3865
789986466051088384,9785,2503
789960241177853952,0,4471
789903600034189313,10995,4467
789628658055020548,7956,1927
789599242079838210,7164,2095
789530877013393408,12450,3655
789314372632018944,9123,2498
789280767834746880,0,5355
789268448748703744,9646,2804
789137962068021249,10271,3025
788908386943430656,29015,13396
788765914992902144,29041,11155
788552643979468800,0,7792
788412144018661376,16470,5731
788178268662984705,7643,2293
788150585577050112,6498,1408
788070120937619456,0,3706
788039637453406209,6500,1432
787810552592695296,9178,3307
787717603741622272,10818,3017
787397959788929025,11490,3067
787322443945877504,8238,1892
787111942498508800,0,7282
786963064373534720,28130,8629
786729988674449408,0,2596
786709082849828864,19234,6586
786664955043049472,11259,2762
786595970293370880,9961,3349
786363235746385920,11517,3778
786286427768250368,8413,3094
786233965241827333,16171,5153
786051337297522688,1515,166
786036967502913536,0,7628
785927819176054784,12012,3416
785872687017132033,7063,1963
785639753186217984,8252,2399
785533386513321988,9610,2162
785515384317313025,6440,1356
785264754247995392,7683,1760
785170936622350336,12753,5243
784826020293709826,10712,3491
784517518371221505,9465,2737
784431430411685888,6021,1383
784183165795655680,21253,8705
784057939640352768,31543,12027
783839966405230592,31727,11662
783821107061198850,7757,2110
783695101801398276,11024,3480
783466772167098368,8927,2427
783391753726550016,17801,5936
783347506784731136,0,6040
783334639985389568,30828,12624
783085703974514689,8591,2392
782969140009107456,25460,7919
782747134529531904,7895,1506
782722598790725632,18251,5829
782598640137187329,8229,2021
782305867769217024,17584,6013
782021823840026624,0,6708
781955203444699136,11731,3625
781661882474196992,11016,2919
781655249211752448,4212,1205
781524693396357120,21885,5984
781308096455073793,7513,2744
781251288990355457,8884,2254
781163403222056960,10314,2950
780931614150983680,22828,7911
780858289093574656,7587,2157
780800785462489090,5799,1404
780601303617732608,12750,3595
780543529827336192,6643,1859
780496263422808064,0,3987
780476555013349377,0,125
780459368902959104,5578,1150
780192070812196864,9170,2406
780092040432480260,0,2479
780074436359819264,12897,5380
779834332596887552,19985,7628
779377524342161408,9303,3357
779124354206535695,0,19829
779123168116150273,12432,3930
779056095788752897,15588,4868
778990705243029504,21063,7809
778774459159379968,0,10731
778764940568104960,909,394
778748913645780993,7259,1427
778650543019483137,6073,1615
778624900596654080,4897,1084
778408200802557953,14374,4685
778396591732486144,0,13158
778383385161035776,6166,1192
778286810187399168,10932,3543
778039087836069888,8913,2825
778027034220126208,6893,1742
777953400541634568,0,3794
777885040357281792,6704,1769
777684233540206592,11824,3167
777641927919427584,0,4560
777621514455814149,9231,2676
777189768882946048,15084,4644
776819012571455488,0,14802
776813020089548800,5135,1303
776477788987613185,9294,2999
776249906839351296,0,9821
776218204058357768,31563,17175
776201521193218049,10106,2710
776113305656188928,12371,4672
776088319444877312,1924,161
775898661951791106,0,17672
775842724423557120,12313,2869
775733305207554048,14576,4285
775729183532220416,13581,4906
775364825476165632,7814,3193
775350846108426240,10686,4182
775085132600442880,16363,5069
774757898236878852,8995,1899
774639387460112384,7073,1853
774314403806253056,22911,5971
773985732834758656,11289,4158
773922284943896577,6732,1857
773704687002451968,6948,1741
773670353721753600,5597,1392
773547596996571136,23235,6616
773336787167145985,0,5454
773308824254029826,24437,8010
773247561583001600,9895,3457
773191612633579521,10512,4406
772877495989305348,9007,4152
772826264096874500,8425,2510
772615324260794368,0,3609
772581559778025472,6820,1811
772193107915964416,6335,1491
772152991789019136,3980,1197
772117678702071809,3952,787
772114945936949249,2858,503
772102971039580160,4211,995
771908950375665664,6907,2033
771770456517009408,12616,3636
771500966810099713,8689,2812
771380798096281600,11038,5454
771171053431250945,0,8093
771136648247640064,9627,3134
771102124360998913,6563,1541
771014301343748096,7199,1763
771004394259247104,0,233
770787852854652928,5195,1298
770772759874076672,5452,1511
770655142660169732,7696,1867
770414278348247044,6610,2215
770293558247038976,6546,1599
770093767776997377,0,3256
770069151037685760,7944,2453
769940425801170949,32972,10313
769695466921623552,6706,1767
769335591808995329,0,8226
769212283578875904,5679,1831
768970937022709760,15125,6999
768909767477751808,0,2877
768855141948723200,4407,952
768609597686943744,4319,1290
768596291618299904,5267,1366
768554158521745409,0,6229
768473857036525572,14295,3660
768193404517830656,11440,3794
767884188863397888,4984,1497
767754930266464257,16811,5743
767500508068192258,7848,2496
767191397493538821,12866,4062
767122157629476866,10624,3044
766864461642756096,0,6024
766793450729734144,5328,1452
766714921925144576,2731,412
766693177336135680,4223,846
766423258543644672,6313,1704
766313316352462849,7116,2013
766078092750233600,0,2776
766069199026450432,4470,914
766008592277377025,3929,528
765719909049503744,7590,2288
765669560888528897,5455,1299
765395769549590528,27735,3631
765371061932261376,7438,2309
765222098633691136,12166,3609
764857477905154048,6747,1897
764259802650378240,6335,1617
763956972077010945,781,58
763837565564780549,13212,4452
763183847194451968,5661,1571
763167063695355904,0,3219
763103485927849985,7707,2441
762699858130116608,12744,3865
762471784394268675,11811,6902
762464539388485633,10792,4471
762316489655476224,5041,1200
762035686371364864,33460,16678
761976711479193600,5654,2155
761750502866649088,0,4196
761745352076779520,4457,917
761672994376806400,51902,30992
761599872357261312,4325,1257
761371037149827077,0,19189
761334018830917632,5447,1544
761292947749015552,4674,1170
761227390836215808,5569,1660
761004547850530816,11851,3706
760893934457552897,3998,1035
760656994973933572,6928,2049
760641137271070720,5194,1377
760539183865880579,7928,3877
760521673607086080,4429,1489
760290219849637889,28074,12250
760252756032651264,4119,922
760190180481531904,5962,1928
760153949710192640,0,32
759943073749200896,6213,2224
759923798737051648,15332,6024
759846353224826880,7025,2114
759793422261743616,6245,2026
759566828574212096,0,22540
759557299618865152,4909,1249
759447681597108224,8882,2596
759446261539934208,1750,517
759197388317847553,6334,2074
759159934323924993,0,1235
759099523532779520,15194,4442
759047813560868866,6802,2155
758854675097526272,3720,955
758828659922702336,11681,4075
758740312047005698,5987,1712
758474966123810816,4001,1058
758467244762497024,5020,2369
758405701903519748,5432,2053
758355060040593408,3578,1156
758099635764359168,20049,10731
758041019896193024,2830,399
757741869644341248,7203,3459
757729163776290825,0,8637
757725642876129280,4739,1293
757611664640446465,4780,1187
757597904299253760,0,312
757596066325864448,4530,1126
757400162377592832,15819,7288
757393109802180609,6086,1860
757354760399941633,4716,1518
756998049151549440,6563,2119
756939218950160384,6945,2138
756651752796094464,5291,1389
756526248105566208,10857,3843
756303284449767430,4122,1157
756288534030475264,44769,18563
756275833623502848,6708,1615
755955933503782912,7652,3079
755206590534418437,17187,5739
755110668769038337,22179,11804
754874841593970688,0,8521
754856583969079297,7178,2687
754747087846248448,2694,552
754482103782404096,5535,2078
754449512966619136,3911,778
754120377874386944,8195,2482
753655901052166144,6108,2310
753420520834629632,8283,3796
753398408988139520,6019,2043
753375668877008896,7973,2479
753298634498793472,0,6118
753294487569522689,3542,1112
753039830821511168,38773,22277
753026973505581056,4072,1041
752932432744185856,13182,7282
752917284578922496,7201,1672
752701944171524096,0,3076
752682090207055872,6247,1706
752660715232722944,4599,1668
752568224206688256,5760,2427
752519690950500352,7691,3674
752334515931054080,3985,1174
752309394570878976,0,17770
752173152931807232,6212,1955
751950017322246144,3210,989
751937170840121344,5432,1435
751830394383790080,6043,2074
751793661361422336,6107,3087
751598357617971201,8232,3233
751583847268179968,4589,1177
751538714308972544,5258,1346
751456908746354688,3345,1065
751251247299190784,13031,6242
751205363882532864,6575,1951
751132876104687617,5284,1381
750868782890057730,4988,1470
750719632563142656,13761,5355
750506206503038976,4632,1215
750429297815552001,13725,4560
750383411068534784,4746,1211
750381685133418496,721,30
750147208377409536,3240,1019
750132105863102464,3796,1359
750117059602808832,4512,1378
750101899009982464,3169,897
750086836815486976,2269,572
750071704093859840,8199,3548
750056684286914561,3281,952
750041628174217216,3307,655
750026558547456000,2824,835
750011400160841729,3393,964
749996283729883136,3173,857
749981277374128128,5315,2606
749774190421639168,4860,1392
749417653287129088,6356,1763
749403093750648834,2741,577
749395845976588288,8950,3675
749317047558017024,5710,2350
749075273010798592,5995,2193
749064354620928000,4989,1606
749036806121881602,3234,830
748977405889503236,11174,3611
748932637671223296,6078,2400
748705597323898880,2880,1002
748699167502000129,4921,1687
748692773788876800,4415,1406
748575535303884801,6317,2095
748568946752774144,2276,710
748346686624440324,5434,1311
748337862848962560,7976,4362
748324050481647620,3849,808
748307329658011649,3816,749
748220828303695873,14722,8252
747963614829678593,6008,2261
747933425676525569,6881,2698
747885874273214464,3061,1041
747844099428986880,2928,788
747816857231626240,5033,1226
747651430853525504,1439,163
747648653817413632,13410,6182
747600769478692864,2413,583
747594051852075008,3840,1111
747512671126323200,5755,1676
747461612269887489,4016,1086
747439450712596480,5640,2040
747242308580548608,0,3036
747219827526344708,5500,1666
747204161125646336,3514,971
747103485104099331,9959,4219
746906459439529985,3000,311
746872823977771008,6227,2271
746818907684614144,5510,1823
746790600704425984,5062,1681
746757706116112384,9937,4132
746726898085036033,6266,1889
746542875601690625,5233,1982
746521445350707200,0,1038
746507379341139972,4818,1144
746369468511756288,6410,1736
746131877086527488,7178,2329
746056683365994496,3683,858
745789745784041472,4177,1126
745712589599014916,7251,2454
745433870967832576,7361,2680
745422732645535745,8902,2557
745314880350101504,7453,2931
745074613265149952,8128,3725
745057283344719872,7510,2403
744995568523612160,3082,654
744971049620602880,8169,2847
744709971296780288,5805,1645
744334592493166593,7025,2251
744234799360020481,162366,82562
744223424764059648,1744,388
743980027717509120,4314,1147
743895849529389061,3773,1008
743835915802583040,0,2196
743609206067040256,4646,1451
743595368194129920,19119,6919
743545585370791937,3656,984
743510151680958465,8208,3908
743253157753532416,4383,1286
743222593470234624,6420,1997
743210557239623680,3991,1440
742534281772302336,7307,3745
742528092657332225,4585,2095
742465774154047488,7526,4110
742423170473463808,10183,3987
742385895052087300,7058,2093
742161199639494656,4507,1449
742150209887731712,5319,1640
741793263812808706,4716,1583
741743634094141440,8480,2913
741438259667034112,3805,874
741303864243200000,9091,3391
741099773336379392,10384,5848
741067306818797568,9804,3256
740995100998766593,6610,2916
740711788199743490,3533,982
740699697422163968,2939,823
740676976021798912,18802,7147
740373189193256964,36043,13994
740365076218183684,2562,453
740359016048689152,3416,898
740214038584557568,6925,2070
739979191639244800,20684,6229
739932936087216128,4195,1131
739844404073074688,3933,898
739623569819336705,3932,1431
739606147276148736,5561,1740
739544079319588864,41046,22540
739485634323156992,7431,3083
739238157791694849,120013,61141
738891149612572673,111,6
738885046782832640,3905,1202
738883359779196928,3448,852
738537504001953792,5278,1637
738402415918125056,3364,884
738184450748633089,4468,1263
738166403467907072,9102,3579
738156290900254721,2613,687
737826014890496000,5461,1853
737800304142471168,10344,3636
737678689543020544,5209,1394
737445876994609152,10629,4690
737322739594330112,3727,852
737310737551491075,15195,7810
736736130620620800,4444,1824
736392552031657984,18347,7792
736365877722001409,4120,1314
736225175608430592,8408,2908
736010884653420544,8143,3126
735991953473572864,3724,1210
735648611367784448,4138,1153
735635087207878657,6388,2463
735274964362878976,13456,5330
735256018284875776,3452,932
735137028879360001,3232,1014
734912297295085568,2833,545
734787690684657664,12986,6619
734776360183431168,2598,570
734559631394082816,1539,416
733828123016450049,3697,818
733822306246479872,3782,1061
733482008106668032,3252,992
733460102733135873,4340,1341
733109485275860992,50871,17672
